,CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,Contract,PaymentMethod,PaperlessBilling,MonthlyCharges,TotalCharges,Id,Churn,State,Latitude,Longitude,ZipCode,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies
5499,6040-CGACY,Female,No,No,No,15,Month-to-month,Mailed check,No,19.6,299.4,6040-CGACY,No,California,39.783747,-120.661032,96103,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5500,6582-PLFUU,Male,No,Yes,Yes,51,Two year,Credit card (automatic),No,19.55,1086.75,6582-PLFUU,No,California,41.505916,-120.152505,96104,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5501,8242-PDSGJ,Male,No,Yes,No,70,Two year,Credit card (automatic),Yes,39.15,2692.75,8242-PDSGJ,No,California,39.872961,-120.198876,96105,No,No phone service,DSL,Yes,No,Yes,Yes,No,No
5502,0264-CNITK,Female,No,Yes,Yes,71,Two year,Bank transfer (automatic),No,20.1,1389.6,0264-CNITK,No,California,39.745805,-120.580882,96106,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5503,0089-IIQKO,Female,No,Yes,Yes,39,Month-to-month,Credit card (automatic),Yes,99.95,3767.4,0089-IIQKO,No,California,38.42528,-119.47574099999999,96107,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes
5504,7839-NUIAA,Female,No,Yes,Yes,61,Month-to-month,Electronic check,No,59.8,3641.5,7839-NUIAA,No,California,41.750353999999994,-120.403885,96108,Yes,Yes,DSL,Yes,Yes,No,No,No,No
5505,6075-QMNRR,Female,No,No,No,52,Month-to-month,Bank transfer (automatic),Yes,49.75,2535.55,6075-QMNRR,No,California,40.012675,-120.10185700000001,96109,Yes,No,DSL,Yes,No,No,No,No,No
5506,5966-EMAZU,Male,No,Yes,No,64,One year,Mailed check,Yes,108.5,6880.85,5966-EMAZU,No,California,41.932207,-120.13594099999999,96112,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
5507,0440-EKDCF,Male,No,Yes,No,62,Two year,Credit card (automatic),Yes,60.15,3753.2,0440-EKDCF,No,California,40.198234,-120.18088999999999,96113,Yes,No,DSL,No,Yes,Yes,Yes,No,No
5508,4774-HHGGS,Male,No,Yes,No,30,Two year,Mailed check,No,19.05,637.55,4774-HHGGS,No,California,40.294034,-120.512622,96114,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5509,2055-BFOCC,Male,Yes,Yes,No,63,One year,Bank transfer (automatic),Yes,84.0,5329.55,2055-BFOCC,No,California,41.266008,-120.49073100000001,96116,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes
5510,8180-AKMJV,Female,No,No,No,1,Month-to-month,Credit card (automatic),Yes,44.55,44.55,8180-AKMJV,No,California,40.507272,-120.338228,96117,Yes,No,DSL,No,No,No,No,No,No
5511,4298-OYIFC,Male,No,Yes,No,15,Month-to-month,Electronic check,Yes,103.45,1539.8,4298-OYIFC,No,California,39.637471000000005,-120.22633799999998,96118,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
5512,5566-SOEZD,Male,No,Yes,Yes,27,One year,Credit card (automatic),Yes,80.65,2209.75,5566-SOEZD,No,California,41.042003,-120.50608600000001,96119,Yes,No,Fiber optic,Yes,Yes,No,No,No,No
5513,9842-EFSYY,Female,No,No,Yes,4,Month-to-month,Mailed check,Yes,57.2,223.75,9842-EFSYY,No,California,38.735789000000004,-119.85798,96120,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes
5514,2272-WUSPA,Female,No,Yes,No,72,Two year,Electronic check,Yes,110.75,7751.7,2272-WUSPA,No,California,40.181278999999996,-120.392967,96121,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
5515,4584-LBNMK,Male,Yes,Yes,No,45,One year,Credit card (automatic),No,24.7,1174.35,4584-LBNMK,No,California,39.786755,-120.445626,96122,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5516,3898-GUYTS,Female,Yes,No,No,45,Month-to-month,Electronic check,Yes,97.05,4385.05,3898-GUYTS,No,California,40.845738,-120.32221899999999,96123,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No
5517,0930-EHUZA,Female,No,No,No,36,One year,Mailed check,Yes,76.35,2606.35,0930-EHUZA,No,California,39.672813,-120.456699,96124,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No
5518,9975-SKRNR,Male,No,No,No,1,Month-to-month,Mailed check,No,18.9,18.9,9975-SKRNR,No,California,39.559709000000005,-120.34563899999999,96126,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5519,3703-KBKZP,Male,Yes,No,No,16,Month-to-month,Bank transfer (automatic),Yes,74.45,1261.35,3703-KBKZP,No,California,40.346634,-120.386422,96128,Yes,Yes,Fiber optic,No,No,No,No,No,No
5520,4973-MGTON,Female,No,Yes,No,71,Two year,Credit card (automatic),Yes,84.4,5969.3,4973-MGTON,No,California,38.636052,-119.48916200000001,96133,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes
5521,3682-YEUWS,Male,No,Yes,Yes,10,Month-to-month,Mailed check,Yes,24.4,253.9,3682-YEUWS,No,California,41.813521,-121.49266599999999,96134,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5522,1223-UNPKS,Male,No,Yes,Yes,20,Two year,Mailed check,No,20.05,400.0,1223-UNPKS,No,California,40.345949,-120.08118700000001,96136,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5523,3446-QDSZF,Female,No,No,No,4,Month-to-month,Credit card (automatic),No,55.5,227.35,3446-QDSZF,No,California,39.117018,-120.212535,96141,Yes,No,DSL,No,No,No,No,Yes,No
5524,5117-IFGPS,Male,Yes,Yes,No,29,Month-to-month,Electronic check,Yes,84.3,2357.75,5117-IFGPS,No,California,39.178337,-120.162806,96145,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
5525,7379-FNIUJ,Male,No,No,No,2,Month-to-month,Electronic check,No,100.2,198.5,7379-FNIUJ,No,California,39.191796999999994,-120.212401,96146,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes
5526,1627-AFWVJ,Female,No,No,No,29,Two year,Mailed check,No,19.4,554.25,1627-AFWVJ,No,California,39.241240000000005,-120.05476499999999,96148,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5527,4486-EFAEB,Male,No,No,No,13,Month-to-month,Electronic check,Yes,20.4,251.65,4486-EFAEB,No,California,33.949255,-118.246978,90002,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5528,0060-FUALY,Female,No,Yes,No,59,Month-to-month,Electronic check,Yes,94.75,5597.65,0060-FUALY,No,California,33.964131,-118.272783,90003,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No
5529,6954-OOYZZ,Male,No,Yes,No,18,Month-to-month,Bank transfer (automatic),Yes,44.35,768.05,6954-OOYZZ,No,California,34.048013,-118.293953,90006,Yes,No,DSL,No,No,No,No,No,No
5530,7088-FBAWU,Female,No,Yes,Yes,17,Month-to-month,Mailed check,No,74.55,1215.8,7088-FBAWU,No,California,34.027337,-118.28515,90007,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes
5531,8313-AFGBW,Male,No,Yes,No,47,Two year,Electronic check,No,73.6,3522.65,8313-AFGBW,No,California,34.008293,-118.34676599999999,90008,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes
5532,3097-IDVPU,Male,No,Yes,Yes,19,Month-to-month,Credit card (automatic),No,50.1,910.45,3097-IDVPU,No,California,34.065875,-118.23872800000001,90012,Yes,Yes,DSL,No,No,No,No,No,No
5533,2197-OMWGI,Female,Yes,Yes,Yes,68,Two year,Electronic check,Yes,53.0,3656.25,2197-OMWGI,No,California,34.043144,-118.251977,90014,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes
5534,2303-PJYHN,Female,No,Yes,No,2,Month-to-month,Bank transfer (automatic),No,19.85,52.0,2303-PJYHN,No,California,34.039224,-118.26629299999999,90015,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5535,9795-VOWON,Male,No,No,No,7,One year,Credit card (automatic),Yes,24.35,150.85,9795-VOWON,No,California,34.028331,-118.35433799999998,90016,No,No phone service,DSL,No,No,No,No,No,No
5536,1237-WIYYZ,Female,No,No,No,18,Month-to-month,Mailed check,Yes,19.55,389.25,1237-WIYYZ,No,California,34.052842,-118.264495,90017,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5537,1987-AUELQ,Female,No,Yes,No,71,Two year,Credit card (automatic),No,25.05,1873.7,1987-AUELQ,No,California,34.028735,-118.31723600000001,90018,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5538,7852-LECYP,Male,Yes,Yes,No,13,Month-to-month,Credit card (automatic),No,93.8,1261.0,7852-LECYP,No,California,34.049841,-118.33846000000001,90019,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes
5539,4822-LPTYJ,Male,No,Yes,No,72,Two year,Bank transfer (automatic),Yes,103.75,7346.2,4822-LPTYJ,No,California,34.029043,-118.23950400000001,90021,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
5540,8165-CBKXO,Male,No,Yes,Yes,66,Two year,Credit card (automatic),Yes,56.75,3708.4,8165-CBKXO,No,California,34.02381,-118.156582,90022,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes
5541,6527-PZFPV,Male,No,Yes,Yes,24,One year,Credit card (automatic),Yes,20.8,469.65,6527-PZFPV,No,California,34.017697,-118.200577,90023,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5542,9593-CVZKR,Female,No,Yes,Yes,56,Two year,Mailed check,Yes,24.45,1385.85,9593-CVZKR,No,California,34.046174,-118.44633300000001,90025,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5543,8595-SIZNC,Female,Yes,Yes,No,22,One year,Bank transfer (automatic),No,25.6,548.8,8595-SIZNC,No,California,34.078990999999995,-118.26380400000001,90026,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5544,5236-XMZJY,Female,No,No,No,42,Month-to-month,Bank transfer (automatic),No,59.65,2536.55,5236-XMZJY,No,California,34.085807,-118.206617,90031,Yes,No,DSL,Yes,Yes,Yes,No,No,No
5545,4827-DPADN,Female,No,Yes,Yes,72,Two year,Bank transfer (automatic),Yes,83.3,6042.7,4827-DPADN,No,California,34.078821000000005,-118.177576,90032,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes
5546,2694-CIUMO,Female,No,No,No,12,Month-to-month,Credit card (automatic),Yes,79.55,958.25,2694-CIUMO,No,California,34.050197999999995,-118.21094599999999,90033,Yes,Yes,Fiber optic,No,No,No,Yes,No,No
5547,5846-ABOBJ,Male,No,Yes,No,71,Two year,Bank transfer (automatic),No,24.45,1730.65,5846-ABOBJ,No,California,34.030578000000006,-118.39961299999999,90034,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5548,1439-LCGVL,Female,No,Yes,No,26,One year,Mailed check,No,19.2,459.6,1439-LCGVL,No,California,34.051809000000006,-118.383843,90035,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5549,0909-SDHNU,Female,No,No,Yes,7,Month-to-month,Mailed check,No,29.8,201.95,0909-SDHNU,No,California,34.070291,-118.34919099999999,90036,No,No phone service,DSL,Yes,No,No,No,No,No
5550,4647-XXZAM,Female,No,Yes,Yes,6,Month-to-month,Mailed check,No,45.5,285.2,4647-XXZAM,No,California,34.002642,-118.287596,90037,Yes,No,DSL,No,No,No,No,No,No
5551,7740-KKCXF,Male,No,Yes,No,51,Month-to-month,Credit card (automatic),Yes,30.05,1529.45,7740-KKCXF,No,California,34.110845,-118.25959499999999,90039,No,No phone service,DSL,No,Yes,No,No,No,No
5552,5360-XGYAZ,Male,No,Yes,Yes,72,Two year,Bank transfer (automatic),Yes,65.65,4664.5,5360-XGYAZ,No,California,33.994524,-118.149953,90040,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes
5553,3557-HTYWR,Female,No,No,No,47,Two year,Mailed check,No,74.05,3496.3,3557-HTYWR,No,California,33.988543,-118.33408100000001,90043,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes
5554,8920-NAVAY,Male,Yes,No,No,62,One year,Bank transfer (automatic),Yes,110.75,7053.35,8920-NAVAY,No,California,33.954017,-118.402447,90045,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
5555,1699-TLDLZ,Female,No,Yes,Yes,16,Two year,Mailed check,No,19.7,301.55,1699-TLDLZ,No,California,34.108455,-118.362081,90046,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5556,5600-PDUJF,Male,No,No,No,6,Month-to-month,Credit card (automatic),Yes,49.5,312.7,5600-PDUJF,No,California,33.958149,-118.30844099999999,90047,Yes,No,DSL,No,No,No,Yes,No,No
5557,0567-XRHCU,Female,No,Yes,Yes,69,Two year,Credit card (automatic),Yes,43.95,2960.1,0567-XRHCU,No,California,34.091829,-118.491244,90049,No,No phone service,DSL,Yes,No,Yes,No,No,Yes
5558,2067-QYTCF,Female,No,Yes,No,64,Month-to-month,Electronic check,Yes,111.15,6953.4,2067-QYTCF,No,California,34.061918,-118.27793899999999,90057,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
5559,7407-SUJIZ,Male,No,No,No,25,Month-to-month,Mailed check,No,20.6,541.5,7407-SUJIZ,No,California,33.921279999999996,-118.27418600000001,90061,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5560,9150-KPBJQ,Female,No,No,No,6,Two year,Credit card (automatic),No,19.65,116.85,9150-KPBJQ,No,California,34.003553000000004,-118.30893300000001,90062,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5561,0052-DCKON,Male,No,Yes,No,66,One year,Bank transfer (automatic),No,115.8,7942.15,0052-DCKON,No,California,34.044271,-118.18523700000001,90063,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
5562,3654-ARMGP,Female,No,No,No,61,Two year,Credit card (automatic),No,88.65,5321.25,3654-ARMGP,No,California,34.037251,-118.423573,90064,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes
5563,9699-UBQFS,Female,Yes,Yes,No,43,Month-to-month,Electronic check,Yes,94.5,4156.8,9699-UBQFS,No,California,34.108833000000004,-118.22971499999998,90065,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No
5564,9367-TCUYN,Female,No,No,No,12,Month-to-month,Mailed check,No,20.1,223.6,9367-TCUYN,No,California,34.002028,-118.430656,90066,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5565,1261-FWTTE,Male,Yes,No,No,23,Month-to-month,Bank transfer (automatic),Yes,34.65,768.45,1261-FWTTE,No,California,34.057496,-118.413959,90067,No,No phone service,DSL,No,No,No,No,No,Yes
5566,3528-HFRIQ,Male,Yes,Yes,No,71,Month-to-month,Bank transfer (automatic),Yes,52.3,3765.05,3528-HFRIQ,No,California,34.137411,-118.328915,90068,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes
5567,0708-SJDIS,Female,No,No,No,34,Month-to-month,Mailed check,No,65.0,2157.5,0708-SJDIS,No,California,34.093781,-118.38106100000002,90069,Yes,Yes,DSL,No,No,No,Yes,Yes,No
5568,2073-QBVBI,Female,No,Yes,No,41,One year,Mailed check,No,35.45,1391.65,2073-QBVBI,No,California,34.102084000000005,-118.451629,90077,No,No phone service,DSL,No,Yes,No,Yes,No,No
5569,6928-ONTRW,Female,No,Yes,Yes,72,Two year,Credit card (automatic),No,19.7,1379.8,6928-ONTRW,No,California,33.970343,-118.17136799999999,90201,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5570,3320-VEOYC,Male,Yes,No,No,14,Month-to-month,Electronic check,Yes,95.6,1273.3,3320-VEOYC,No,California,34.099891,-118.41433799999999,90210,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
5571,5231-FIQPA,Female,No,No,No,41,Two year,Mailed check,Yes,19.85,810.45,5231-FIQPA,No,California,34.063947,-118.38300100000001,90211,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5572,6617-WLBQC,Female,No,Yes,Yes,23,One year,Credit card (automatic),No,81.85,1810.85,6617-WLBQC,No,California,34.062095,-118.401508,90212,Yes,Yes,Fiber optic,Yes,No,No,No,No,No
5573,2599-CIPQE,Male,No,Yes,Yes,71,Two year,Credit card (automatic),No,109.3,7782.85,2599-CIPQE,No,California,33.88151,-118.234451,90220,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
5574,8774-GSBUN,Male,No,Yes,No,72,Two year,Mailed check,No,25.4,1797.1,8774-GSBUN,No,California,33.912246,-118.236773,90222,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5575,7326-RIGQZ,Male,No,Yes,Yes,6,Month-to-month,Electronic check,Yes,69.8,377.85,7326-RIGQZ,No,California,33.993990999999994,-118.39703999999999,90230,Yes,No,Fiber optic,No,No,No,No,No,No
5576,1401-FTHFQ,Male,No,Yes,Yes,23,One year,Credit card (automatic),Yes,20.0,445.3,1401-FTHFQ,No,California,34.019323,-118.391902,90232,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5577,0254-FNMCI,Female,No,No,No,72,Two year,Electronic check,Yes,109.9,7624.2,0254-FNMCI,No,California,33.940884000000004,-118.128628,90241,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
5578,1848-LBZHY,Female,No,Yes,No,7,Month-to-month,Bank transfer (automatic),Yes,50.3,355.1,1848-LBZHY,No,California,33.921793,-118.140588,90242,Yes,No,DSL,Yes,No,No,No,No,No
5579,8118-TJAFG,Male,No,Yes,Yes,9,Month-to-month,Electronic check,Yes,101.5,906.85,8118-TJAFG,No,California,33.890853,-118.29796699999999,90247,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes
5580,5429-LWCMV,Female,No,No,No,12,Month-to-month,Electronic check,Yes,89.15,1057.55,5429-LWCMV,No,California,33.876482,-118.284077,90248,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes
5581,7298-IZWLY,Female,No,No,No,1,Month-to-month,Mailed check,Yes,19.4,19.4,7298-IZWLY,No,California,33.90139,-118.315697,90249,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5582,9758-MFWGD,Female,Yes,Yes,Yes,48,One year,Bank transfer (automatic),No,29.9,1388.75,9758-MFWGD,No,California,33.914775,-118.348083,90250,No,No phone service,DSL,No,Yes,No,No,No,No
5583,3955-JBZZM,Male,No,No,No,20,Month-to-month,Electronic check,No,78.8,1641.3,3955-JBZZM,No,California,33.865320000000004,-118.396336,90254,Yes,No,Fiber optic,No,No,No,No,Yes,No
5584,4815-TUMEQ,Female,No,No,No,10,One year,Mailed check,Yes,19.3,185.2,4815-TUMEQ,No,California,33.923573,-118.20066899999999,90262,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5585,9909-IDLEK,Male,No,Yes,Yes,20,Month-to-month,Mailed check,No,96.8,1826.7,9909-IDLEK,No,California,34.074571999999996,-118.831181,90265,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No
5586,4092-OFQZS,Male,No,Yes,No,20,One year,Mailed check,No,20.65,417.5,4092-OFQZS,No,California,33.889632,-118.39737,90266,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5587,1561-BWHIN,Male,No,Yes,Yes,19,One year,Mailed check,No,19.8,344.5,1561-BWHIN,No,California,33.988572,-118.18656499999999,90270,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5588,9927-DSWDF,Male,No,Yes,No,22,Month-to-month,Electronic check,Yes,104.6,2180.55,9927-DSWDF,No,California,33.788208000000004,-118.404955,90274,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes
5589,9500-LTVBP,Female,No,No,No,35,Month-to-month,Credit card (automatic),No,80.05,2835.9,9500-LTVBP,No,California,33.753146,-118.36745900000001,90275,Yes,Yes,Fiber optic,No,No,No,Yes,No,No
5590,7252-NTGSS,Female,No,No,No,1,Month-to-month,Mailed check,No,45.15,45.15,7252-NTGSS,No,California,33.830453000000006,-118.384565,90277,Yes,No,DSL,No,No,No,No,No,No
5591,8149-AIQCG,Male,No,No,No,39,Month-to-month,Credit card (automatic),Yes,73.15,2730.85,8149-AIQCG,No,California,33.873395,-118.37019,90278,Yes,Yes,Fiber optic,No,No,No,No,No,No
5592,1360-JYXKQ,Female,Yes,Yes,No,54,One year,Electronic check,Yes,99.1,5437.1,1360-JYXKQ,No,California,33.944624,-118.19261499999999,90280,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes
5593,0899-WZRSD,Male,No,No,No,56,Month-to-month,Mailed check,Yes,105.35,5794.45,0899-WZRSD,No,California,33.977468,-118.445475,90292,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes
5594,3255-GRXMG,Male,No,No,Yes,18,Month-to-month,Credit card (automatic),Yes,45.65,747.2,3255-GRXMG,No,California,33.947305,-118.43984099999999,90293,Yes,No,DSL,No,No,No,No,No,No
5595,4828-FAZPK,Female,No,Yes,Yes,16,Month-to-month,Credit card (automatic),Yes,79.95,1267.95,4828-FAZPK,No,California,33.956445,-118.35863400000001,90301,Yes,Yes,Fiber optic,No,Yes,No,No,No,No
5596,6094-ZIVKX,Female,No,No,No,68,One year,Credit card (automatic),Yes,54.45,3674.95,6094-ZIVKX,No,California,33.975332,-118.35525200000001,90302,Yes,No,DSL,Yes,No,Yes,No,No,No
5597,6925-BAYGL,Female,Yes,Yes,No,53,Two year,Credit card (automatic),No,25.1,1275.6,6925-BAYGL,No,California,33.936291,-118.33263899999999,90303,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5598,3262-EIDHV,Female,No,Yes,Yes,72,Two year,Credit card (automatic),No,84.7,5893.9,3262-EIDHV,No,California,33.936827,-118.359824,90304,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes
5599,7354-OIJLX,Male,No,No,No,9,Month-to-month,Electronic check,Yes,75.85,724.65,7354-OIJLX,No,California,33.958134,-118.330905,90305,Yes,Yes,Fiber optic,No,No,No,No,No,No
5600,1376-HHBDV,Female,No,No,No,30,Month-to-month,Mailed check,Yes,48.8,1536.75,1376-HHBDV,No,California,34.015481,-118.49323100000001,90401,Yes,No,DSL,Yes,No,No,No,No,No
5601,6133-OZILE,Female,No,No,No,18,Month-to-month,Electronic check,Yes,35.2,607.3,6133-OZILE,No,California,34.031529,-118.491156,90403,No,No phone service,DSL,No,No,Yes,Yes,No,No
5602,4135-FRWKJ,Female,Yes,Yes,Yes,55,One year,Electronic check,No,76.25,4154.55,4135-FRWKJ,No,California,34.026334000000006,-118.474222,90404,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No
5603,6551-ZCOTS,Male,Yes,No,No,33,One year,Bank transfer (automatic),Yes,24.9,847.8,6551-ZCOTS,No,California,33.840399,-118.353714,90503,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5604,7191-ADRGF,Male,No,Yes,No,44,Two year,Bank transfer (automatic),No,54.3,2390.45,7191-ADRGF,No,California,33.867257,-118.330794,90504,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes
5605,5018-LXQQG,Female,No,Yes,Yes,30,Month-to-month,Bank transfer (automatic),No,66.3,1923.5,5018-LXQQG,No,California,33.807882,-118.34795700000001,90505,Yes,No,DSL,Yes,No,No,Yes,No,Yes
5606,6892-BOGQE,Female,No,Yes,No,71,Two year,Bank transfer (automatic),Yes,20.9,1493.2,6892-BOGQE,No,California,34.007353,-118.03368300000001,90601,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5607,1746-TGTWV,Male,No,Yes,No,1,Month-to-month,Credit card (automatic),No,75.35,75.35,1746-TGTWV,No,California,33.929704,-118.01208000000001,90604,Yes,No,Fiber optic,No,No,Yes,No,No,No
5608,5995-SNNEW,Male,Yes,Yes,No,23,Month-to-month,Electronic check,Yes,104.45,2184.85,5995-SNNEW,No,California,33.960891,-118.03222199999999,90605,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
5609,8050-WYBND,Female,No,No,Yes,22,One year,Credit card (automatic),Yes,49.45,1031.4,8050-WYBND,No,California,33.976678,-118.065875,90606,No,No phone service,DSL,No,No,Yes,No,Yes,Yes
5610,2821-WARNZ,Female,No,No,Yes,49,One year,Credit card (automatic),No,19.45,921.3,2821-WARNZ,No,California,33.845706,-118.012204,90620,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5611,4879-GZLFH,Female,No,Yes,Yes,42,Month-to-month,Electronic check,Yes,92.15,3875.4,4879-GZLFH,No,California,33.874224,-117.99336799999999,90621,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes
5612,8314-HTWVE,Female,No,Yes,Yes,7,Two year,Mailed check,No,19.85,144.15,8314-HTWVE,No,California,33.818477,-118.038307,90630,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5613,9402-ROUMJ,Female,No,Yes,Yes,67,One year,Bank transfer (automatic),Yes,100.25,6689.0,9402-ROUMJ,No,California,33.940619,-117.9513,90631,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes
5614,2507-QZPQS,Male,No,No,No,15,Month-to-month,Electronic check,No,95.7,1451.1,2507-QZPQS,No,California,33.902045,-118.00896100000001,90638,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes
5615,7159-NOKYQ,Male,No,Yes,No,67,Two year,Electronic check,Yes,93.15,6368.2,7159-NOKYQ,No,California,34.015217,-118.10996200000001,90640,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes
5616,5707-ZMDJP,Male,No,Yes,Yes,53,Two year,Mailed check,Yes,69.7,3729.6,5707-ZMDJP,No,California,33.905963,-118.08263000000001,90650,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No
5617,8779-YIQQA,Male,No,Yes,Yes,21,One year,Mailed check,No,19.8,350.1,8779-YIQQA,No,California,33.989523999999996,-118.089299,90660,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5618,7136-IHZJA,Female,No,Yes,Yes,40,Month-to-month,Mailed check,Yes,71.35,2847.2,7136-IHZJA,No,California,33.933565,-118.062611,90670,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes
5619,8966-OIQHG,Female,No,Yes,Yes,22,One year,Bank transfer (automatic),No,20.75,452.35,8966-OIQHG,No,California,33.801869,-117.99506799999999,90680,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5620,7074-STDCN,Male,No,No,No,39,Month-to-month,Electronic check,Yes,40.6,1494.5,7074-STDCN,No,California,33.867593,-118.08063700000001,90701,No,No phone service,DSL,No,No,No,Yes,No,Yes
5621,8739-QOTTN,Female,No,Yes,No,2,Month-to-month,Mailed check,No,20.35,41.85,8739-QOTTN,No,California,33.391181,-118.421305,90704,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
